market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,1215,卜蜂,inventory_holding,Watch only,115.0,2026-06-24,"0%; inventory-holding context only, no model position opened",0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",未見明確 PEI exit，續抱但不加碼。,PEI：官方營運或估值證據轉弱，或跌破 APEX break。；APEX：收盤跌破 112，或低於 114.5 後無法收復。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25-inventory/companies/tw-1215/risk_plan.html
tw,1216,統一,inventory_holding,Watch only,75.0999984741211,2026-06-24,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",單一台股防禦部位權重偏高，即使有買點仍先控風險。,PEI：營收與毛利無法支撐防禦估值，或權重超過風險預算。；APEX：收盤跌破 72.8，或低於 74.5 後無法收復。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25-inventory/companies/tw-1216/risk_plan.html
tw,1477,聚陽,inventory_holding,Watch only,217.0,2026-06-24,"0%; inventory-holding context only, no model position opened",0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",未見明確 PEI exit，續抱但不加碼。,PEI：官方營運或估值證據轉弱，或跌破 APEX break。；APEX：收盤跌破 211，或低於 216.5 後無法收復。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25-inventory/companies/tw-1477/risk_plan.html
tw,1560,中砂,inventory_holding,Watch only,749.0,2026-06-24,"0%; inventory-holding context only, no model position opened",0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",未見明確 PEI exit，續抱但不加碼。,PEI：官方營運或估值證據轉弱，或跌破 APEX break。；APEX：收盤跌破 670，或低於 689 後無法收復。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25-inventory/companies/tw-1560/risk_plan.html
tw,2330,台積電,inventory_holding,Not decision-ready,2390.0,2026-06-24,"0%; inventory-holding context only, no model position opened",0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",未見明確 PEI exit，續抱但不加碼。,"PEI：官方營運或估值證據轉弱，或跌破 APEX break。；APEX：收盤跌破 2,345，或低於 2,385 後無法收復。",0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25-inventory/companies/tw-2330/risk_plan.html
tw,2337,旺宏,inventory_holding,Watch only,172.0,2026-06-24,"0%; inventory-holding context only, no model position opened",0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",未見明確 PEI exit，續抱但不加碼。,PEI：官方營運或估值證據轉弱，或跌破 APEX break。；APEX：收盤跌破 150，或低於 162.5 後無法收復。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25-inventory/companies/tw-2337/risk_plan.html
tw,2408,南亞科,inventory_holding,Watch only,443.5,2026-06-24,"0%; inventory-holding context only, no model position opened",0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",未見明確 PEI exit，續抱但不加碼。,PEI：官方營運或估值證據轉弱，或跌破 APEX break。；APEX：收盤跌破 410，或低於 427.5 後無法收復。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25-inventory/companies/tw-2408/risk_plan.html
tw,2454,聯發科,inventory_holding,Watch only,4285.0,2026-06-24,"0%; inventory-holding context only, no model position opened",0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",低於預警但未破 break，續抱不加並盯門檻。,"PEI：跌破結構支撐或官方數據轉弱。；APEX：收盤跌破 4,280，或低於 4,375 後無法收復。",0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25-inventory/companies/tw-2454/risk_plan.html
tw,2618,長榮航,inventory_holding,Watch only,44.0,2026-06-24,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",航空循環受油價/地緣影響且已有獲利，先鎖一段。,PEI：油價/成本上升侵蝕獲利，或官方營運數據無法支持 thesis。；APEX：收盤跌破 40.85，或低於 42.25 後無法收復。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25-inventory/companies/tw-2618/risk_plan.html
tw,3019,亞光,inventory_holding,Watch only,155.5,2026-06-24,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",2026-06-24 觸發賣點且價格低於 APEX warn，先減碼。,PEI：月營收或毛利無法支持光學/Apple 鏈成長。；APEX：收盤跌破 148，或低於 158 後無法收復。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25-inventory/companies/tw-3019/risk_plan.html
