market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,2049,上銀,buy_now,Watch only,344.5,2026-07-07,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 11.47%; 20D low 305 (input only; PM must verify),"20D avg trade value 1,180,895,318.75; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08/companies/tw-2049/risk_plan.html
tw,2303,聯電,buy_now,Watch only,155.0,2026-07-07,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 24.84%; 20D low 116.5 (input only; PM must verify),"20D avg trade value 42,799,999,585.8; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08/companies/tw-2303/risk_plan.html
tw,2317,鴻海,buy_now,Watch only,237.0,2026-07-07,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 0.42%; 20D low 236 (input only; PM must verify),"20D avg trade value 16,436,595,506.5; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08/companies/tw-2317/risk_plan.html
tw,2454,聯發科,buy_now,Watch only,4030.0,2026-07-07,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,"20d_low distance 5.09%; 20D low 3,825 (input only; PM must verify)","20D avg trade value 55,263,273,698.95; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08/companies/tw-2454/risk_plan.html
tw,3260,威剛,buy_now,Not decision-ready,404.0,2026-07-07,0%; not decision-ready,0.0075,20d_low distance 6.44%; 20D low 378 (input only; PM must verify),"20D avg trade value 4,632,244,509.94; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08/companies/tw-3260/risk_plan.html
tw,3443,創意,buy_now,Watch only,4480.0,2026-07-07,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,"20d_low distance 12.17%; 20D low 3,935 (input only; PM must verify)","20D avg trade value 11,568,256,730.5; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08/companies/tw-3443/risk_plan.html
tw,3529,力旺,buy_now,Not decision-ready,2740.0,2026-07-07,0%; not decision-ready,0.0075,"20d_low distance 2.74%; 20D low 2,665 (input only; PM must verify)","20D avg trade value 1,702,496,701.94; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08/companies/tw-3529/risk_plan.html
tw,4576,大銀微系統,buy_now,Watch only,223.0,2026-07-07,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 14.35%; 20D low 191 (input only; PM must verify),"20D avg trade value 454,132,989.6; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08/companies/tw-4576/risk_plan.html
us,AMD,AMD,buy_now,Watch only,516.11,2026-07-07T20:00:01Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 15.28%; 20D low 437.23 (input only; PM must verify),"20D avg trade value 16,299,908,802.5; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08/companies/us-AMD/risk_plan.html
us,AVGO,Broadcom,buy_now,Watch only,370.78,2026-07-07T20:00:01Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 3.87%; 20D low 356.43 (input only; PM must verify),"20D avg trade value 11,913,154,347.05; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08/companies/us-AVGO/risk_plan.html
us,META,Meta,buy_now,Watch only,615.58,2026-07-07T20:00:01Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 12.25%; 20D low 540.18 (input only; PM must verify),"20D avg trade value 10,962,774,947.3; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08/companies/us-META/risk_plan.html
