market_key,market,symbol,company,industry,canonical_category,canonical_category_label,source_priority,instrument_type,output_subdir,industry_thesis_gate,hype_risk,industry_thesis_summary,industry_thesis_missing_evidence,source_count,source_summary
tw,台股,00625K,富邦上証+R,資料不足,buy_now,現在可以買名單,1,fund_or_etf,tw-00625K,,,,,1,台股 K-line 現在可以買名單
tw,台股,00632R,元大台灣50反1,資料不足,buy_now,現在可以買名單,1,fund_or_etf,tw-00632R,,,,,1,台股 K-line 現在可以買名單
tw,台股,00634R,富邦上証反1,資料不足,buy_now,現在可以買名單,1,fund_or_etf,tw-00634R,,,,,1,台股 K-line 現在可以買名單
tw,台股,00638R,元大滬深300反1,資料不足,buy_now,現在可以買名單,1,fund_or_etf,tw-00638R,,,,,1,台股 K-line 現在可以買名單
tw,台股,00641R,富邦日本反1,資料不足,buy_now,現在可以買名單,1,fund_or_etf,tw-00641R,,,,,1,台股 K-line 現在可以買名單
tw,台股,00664R,國泰臺灣加權反1,資料不足,buy_now,現在可以買名單,1,fund_or_etf,tw-00664R,,,,,1,台股 K-line 現在可以買名單
tw,台股,00671R,富邦NASDAQ反1,資料不足,buy_now,現在可以買名單,1,fund_or_etf,tw-00671R,,,,,1,台股 K-line 現在可以買名單
tw,台股,00676R,富邦臺灣加權反1,資料不足,buy_now,現在可以買名單,1,fund_or_etf,tw-00676R,,,,,1,台股 K-line 現在可以買名單
tw,台股,00686R,群益臺灣加權反1,資料不足,buy_now,現在可以買名單,1,fund_or_etf,tw-00686R,,,,,1,台股 K-line 現在可以買名單
tw,台股,00972,野村日本動能高息,資料不足,buy_now,現在可以買名單,1,fund_or_etf,tw-00972,,,,,1,台股 K-line 現在可以買名單
tw,台股,1316,上曜,資料不足,buy_now,現在可以買名單,1,common_equity,tw-1316,,,,,1,台股 K-line 現在可以買名單
tw,台股,1447,力鵬,資料不足,buy_now,現在可以買名單,1,common_equity,tw-1447,,,,,1,台股 K-line 現在可以買名單
tw,台股,1470,大統新創,資料不足,buy_now,現在可以買名單,1,common_equity,tw-1470,,,,,1,台股 K-line 現在可以買名單
tw,台股,2072,世紀風電,資料不足,buy_now,現在可以買名單,1,common_equity,tw-2072,,,,,1,台股 K-line 現在可以買名單
tw,台股,2236,百達-KY,資料不足,buy_now,現在可以買名單,1,common_equity,tw-2236,,,,,1,台股 K-line 現在可以買名單
tw,台股,2248,華勝-KY,資料不足,buy_now,現在可以買名單,1,common_equity,tw-2248,,,,,1,台股 K-line 現在可以買名單
tw,台股,2424,隴華,資料不足,buy_now,現在可以買名單,1,common_equity,tw-2424,,,,,1,台股 K-line 現在可以買名單
tw,台股,2480,敦陽科,資料不足,buy_now,現在可以買名單,1,common_equity,tw-2480,,,,,1,台股 K-line 現在可以買名單
tw,台股,2910,統領,資料不足,buy_now,現在可以買名單,1,common_equity,tw-2910,,,,,1,台股 K-line 現在可以買名單
tw,台股,4106,雃博,資料不足,buy_now,現在可以買名單,1,common_equity,tw-4106,,,,,1,台股 K-line 現在可以買名單
tw,台股,4439,冠星-KY,資料不足,buy_now,現在可以買名單,1,common_equity,tw-4439,,,,,1,台股 K-line 現在可以買名單
tw,台股,4545,銘鈺,資料不足,buy_now,現在可以買名單,1,common_equity,tw-4545,,,,,1,台股 K-line 現在可以買名單
tw,台股,4581,光隆精密-KY,資料不足,buy_now,現在可以買名單,1,common_equity,tw-4581,,,,,1,台股 K-line 現在可以買名單
tw,台股,5515,建國,資料不足,buy_now,現在可以買名單,1,common_equity,tw-5515,,,,,1,台股 K-line 現在可以買名單
tw,台股,6464,台數科,資料不足,buy_now,現在可以買名單,1,common_equity,tw-6464,,,,,1,台股 K-line 現在可以買名單
tw,台股,6743,安普新,資料不足,buy_now,現在可以買名單,1,common_equity,tw-6743,,,,,1,台股 K-line 現在可以買名單
tw,台股,7732,金興精密,資料不足,buy_now,現在可以買名單,1,common_equity,tw-7732,,,,,1,台股 K-line 現在可以買名單
tw,台股,8150,南茂,資料不足,buy_now,現在可以買名單,1,common_equity,tw-8150,,,,,1,台股 K-line 現在可以買名單
tw,台股,9912,偉聯,資料不足,buy_now,現在可以買名單,1,common_equity,tw-9912,,,,,1,台股 K-line 現在可以買名單
tw,台股,9914,美利達,資料不足,buy_now,現在可以買名單,1,common_equity,tw-9914,,,,,1,台股 K-line 現在可以買名單
tw,台股,9937,全國,資料不足,buy_now,現在可以買名單,1,common_equity,tw-9937,,,,,1,台股 K-line 現在可以買名單
tw,台股,9939,宏全,資料不足,buy_now,現在可以買名單,1,common_equity,tw-9939,,,,,1,台股 K-line 現在可以買名單
