market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,1215,卜蜂,inventory_holding,Watch only,103.5,2026-08-04,"0%; inventory-holding context only, no model position opened",0.0,20d_low distance 2.9%; 20D low 100.5 (input only; PM must verify),"20D avg trade value 135,772,520.35; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",既有長期股息配置可續抱追蹤，但成本與價格風險不支持加碼,Stock Industry 評級、公司論點或證據品質轉弱時重評；價格監控 warn 107.83 / break 102.15,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-05-inventory/companies/tw-1215/risk_plan.html
tw,1216,統一,inventory_holding,Watch only,73.9,2026-08-04,"0%; inventory-holding context only, no model position opened",0.0,20d_low distance 2.03%; 20D low 72.4 (input only; PM must verify),"20D avg trade value 1,785,432,888.7; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",評級支持續抱，但買賣訊號分歧，暫不增加曝險,Stock Industry 評級、公司論點或證據品質轉弱時重評；價格監控 warn 76.67 / break 72.63,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-05-inventory/companies/tw-1216/risk_plan.html
tw,2330,台積電,inventory_holding,Watch only,2320.0,2026-08-04,"0%; inventory-holding context only, no model position opened",0.0,"20d_low distance 6.03%; 20D low 2,180 (input only; PM must verify)","20D avg trade value 96,686,404,314.6; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",評級支持持有，但最新賣點與 Risk Off 背景下不追價,Stock Industry 評級、公司論點或證據品質轉弱時重評；價格監控 warn 2375 / break 2250,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-05-inventory/companies/tw-2330/risk_plan.html
tw,2354,鴻準,inventory_holding,Wait for trigger,56.0,2026-08-04,0% pre-trigger; reassess after trigger and evidence review,0.0,20d_low distance 8.57%; 20D low 51.2 (input only; PM must verify),"20D avg trade value 271,811,245.25; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",訊號分歧且研究評級未支持加碼，維持觀察,Stock Industry 評級、公司論點或證據品質轉弱時重評；價格監控 warn 56.15 / break 53.19,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-05-inventory/companies/tw-2354/risk_plan.html
tw,2454,聯發科,inventory_holding,Watch only,3865.0,2026-08-04,"0%; inventory-holding context only, no model position opened",0.0,"20d_low distance 22.64%; 20D low 2,990 (input only; PM must verify)","20D avg trade value 35,578,917,123.65; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",基本面評級支持續抱，市場 Risk Off 與價格尚未站回觀察位限制加碼,Stock Industry 評級、公司論點或證據品質轉弱時重評；價格監控 warn 4037.50 / break 3825,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-05-inventory/companies/tw-2454/risk_plan.html
tw,3605,宏致,inventory_holding,Watch only,92.6,2026-08-04,0%; watch only until thesis and risk evidence improve,0.0,20d_low distance 21.71%; 20D low 72.5 (input only; PM must verify),"20D avg trade value 845,461,002.35; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",新買點不足以抵銷 81.25% 集中度與近期賣點，先降低單一股曝險,Stock Industry 評級、公司論點或證據品質轉弱時重評；價格監控 warn 91.68 / break 86.85,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-05-inventory/companies/tw-3605/risk_plan.html
tw,6695,芯鼎,inventory_holding,Watch only,51.0,2026-08-04,0%; watch only until thesis and risk evidence improve,0.0,20d_low distance 11.76%; 20D low 45 (input only; PM must verify),"20D avg trade value 60,763,410.45; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",高集中度搭配觀察評級，不支持繼續維持現有曝險,Stock Industry 評級、公司論點或證據品質轉弱時重評；價格監控 warn 56.53 / break 53.55,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-05-inventory/companies/tw-6695/risk_plan.html
tw,6770,力積電,inventory_holding,Wait for trigger,60.1,2026-08-04,0% pre-trigger; reassess after trigger and evidence review,0.0,20d_low distance 20.13%; 20D low 48 (input only; PM must verify),"20D avg trade value 11,230,016,502.5; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",產業順風已落地營收，但技術與常態獲利證據不足,Stock Industry 評級、公司論點或證據品質轉弱時重評；價格監控 warn 75.53 / break 71.55,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-05-inventory/companies/tw-6770/risk_plan.html
tw,9910,豐泰,inventory_holding,Wait for trigger,67.4,2026-08-04,0% pre-trigger; reassess after trigger and evidence review,0.0,20d_low distance 1.34%; 20D low 66.5 (input only; PM must verify),"20D avg trade value 110,104,314.15; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",最新有效研究快取已屆期且有賣點，只保留觀察,Stock Industry 評級、公司論點或證據品質轉弱時重評；價格監控 warn 68.12 / break 64.53,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-05-inventory/companies/tw-9910/risk_plan.html
us,AAPL,Apple Inc,inventory_holding,Watch only,309.38,2026-08-04T20:00:01Z,0%; watch only until thesis and risk evidence improve,0.0,20d_low distance 3.03%; 20D low 300 (input only; PM must verify),"20D avg trade value 18,086,714,460.2; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",研究評級為續抱，但雙策略賣點與明顯價格弱勢形成減碼 veto,Stock Industry 評級、公司論點或證據品質轉弱時重評；價格監控 warn 327.34 / break 310.11,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-05-inventory/companies/us-AAPL/risk_plan.html
