market_key,symbol,company,category,recommendation_label,current_price,price_currency,price_as_of,research_status,valuation_status,key_missing_evidence,summary,tearsheet,initiation,risk_plan
tw,2312,金寶,buy_now,Wait for trigger,38.0,TWD,2026-06-24,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：台股官方公司基本資料未命中; 產業 thesis 缺失證據：月營收資料未命中或未接到此市場; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25/companies/tw-2312/summary.html,reports/public-equity-batch/2026-06-25/companies/tw-2312/tearsheet.html,reports/public-equity-batch/2026-06-25/companies/tw-2312/initiation.html,reports/public-equity-batch/2026-06-25/companies/tw-2312/risk_plan.html
tw,2317,鴻海,buy_now,Wait for trigger,256.0,TWD,2026-06-24,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：台股官方公司基本資料未命中; 產業 thesis 缺失證據：月營收資料未命中或未接到此市場; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25/companies/tw-2317/summary.html,reports/public-equity-batch/2026-06-25/companies/tw-2317/tearsheet.html,reports/public-equity-batch/2026-06-25/companies/tw-2317/initiation.html,reports/public-equity-batch/2026-06-25/companies/tw-2317/risk_plan.html
tw,2324,仁寶,buy_now,Wait for trigger,37.900001525878906,TWD,2026-06-24,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：台股官方公司基本資料未命中; 產業 thesis 缺失證據：月營收資料未命中或未接到此市場; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25/companies/tw-2324/summary.html,reports/public-equity-batch/2026-06-25/companies/tw-2324/tearsheet.html,reports/public-equity-batch/2026-06-25/companies/tw-2324/initiation.html,reports/public-equity-batch/2026-06-25/companies/tw-2324/risk_plan.html
tw,2327,國巨,buy_now,Wait for trigger,1050.0,TWD,2026-06-24,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=中; 產業 thesis 缺失證據：台股官方公司基本資料未命中; 產業 thesis 缺失證據：月營收資料未命中或未接到此市場; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25/companies/tw-2327/summary.html,reports/public-equity-batch/2026-06-25/companies/tw-2327/tearsheet.html,reports/public-equity-batch/2026-06-25/companies/tw-2327/initiation.html,reports/public-equity-batch/2026-06-25/companies/tw-2327/risk_plan.html
tw,2330,台積電,buy_now,Not decision-ready,2390.0,TWD,2026-06-24,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=炒作或擁擠交易風險偏高；炒作風險=高; 產業 thesis 缺失證據：台股官方公司基本資料未命中; 產業 thesis 缺失證據：月營收資料未命中或未接到此市場; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25/companies/tw-2330/summary.html,reports/public-equity-batch/2026-06-25/companies/tw-2330/tearsheet.html,reports/public-equity-batch/2026-06-25/companies/tw-2330/initiation.html,reports/public-equity-batch/2026-06-25/companies/tw-2330/risk_plan.html
tw,2337,旺宏,buy_now,Wait for trigger,172.0,TWD,2026-06-24,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：台股官方公司基本資料未命中; 產業 thesis 缺失證據：月營收資料未命中或未接到此市場; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25/companies/tw-2337/summary.html,reports/public-equity-batch/2026-06-25/companies/tw-2337/tearsheet.html,reports/public-equity-batch/2026-06-25/companies/tw-2337/initiation.html,reports/public-equity-batch/2026-06-25/companies/tw-2337/risk_plan.html
tw,2344,華邦電,buy_now,Wait for trigger,205.0,TWD,2026-06-24,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=中; 產業 thesis 缺失證據：台股官方公司基本資料未命中; 產業 thesis 缺失證據：月營收資料未命中或未接到此市場; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25/companies/tw-2344/summary.html,reports/public-equity-batch/2026-06-25/companies/tw-2344/tearsheet.html,reports/public-equity-batch/2026-06-25/companies/tw-2344/initiation.html,reports/public-equity-batch/2026-06-25/companies/tw-2344/risk_plan.html
tw,2374,佳能,buy_now,Wait for trigger,75.5,TWD,2026-06-24,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：台股官方公司基本資料未命中; 產業 thesis 缺失證據：月營收資料未命中或未接到此市場; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25/companies/tw-2374/summary.html,reports/public-equity-batch/2026-06-25/companies/tw-2374/tearsheet.html,reports/public-equity-batch/2026-06-25/companies/tw-2374/initiation.html,reports/public-equity-batch/2026-06-25/companies/tw-2374/risk_plan.html
tw,2382,廣達,buy_now,Wait for trigger,372.0,TWD,2026-06-24,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：台股官方公司基本資料未命中; 產業 thesis 缺失證據：月營收資料未命中或未接到此市場; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25/companies/tw-2382/summary.html,reports/public-equity-batch/2026-06-25/companies/tw-2382/tearsheet.html,reports/public-equity-batch/2026-06-25/companies/tw-2382/initiation.html,reports/public-equity-batch/2026-06-25/companies/tw-2382/risk_plan.html
tw,2383,台光電,buy_now,Wait for trigger,5560.0,TWD,2026-06-24,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：台股官方公司基本資料未命中; 產業 thesis 缺失證據：月營收資料未命中或未接到此市場; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25/companies/tw-2383/summary.html,reports/public-equity-batch/2026-06-25/companies/tw-2383/tearsheet.html,reports/public-equity-batch/2026-06-25/companies/tw-2383/initiation.html,reports/public-equity-batch/2026-06-25/companies/tw-2383/risk_plan.html
