market_key,market,symbol,company,industry,canonical_category,canonical_category_label,source_priority,instrument_type,output_subdir,industry_thesis_gate,hype_risk,industry_thesis_summary,industry_thesis_missing_evidence,source_count,source_summary
tw,TWSE,1536,和大,汽車工業,buy_now,現在可以買名單,1,common_equity,tw-1536,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,1717,長興,化學工業,buy_now,現在可以買名單,1,common_equity,tw-1717,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,2105,正新,橡膠工業,buy_now,現在可以買名單,1,common_equity,tw-2105,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,2340,台亞,半導體業,buy_now,現在可以買名單,1,common_equity,tw-2340,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,2374,佳能,光電業,buy_now,現在可以買名單,1,common_equity,tw-2374,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,2436,偉詮電,半導體業,buy_now,現在可以買名單,1,common_equity,tw-2436,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,2486,一詮,光電業,buy_now,現在可以買名單,1,common_equity,tw-2486,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,2912,統一超,貿易百貨業,buy_now,現在可以買名單,1,common_equity,tw-2912,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,3016,嘉晶,半導體業,buy_now,現在可以買名單,1,common_equity,tw-3016,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,3019,亞光,光電業,buy_now,現在可以買名單,1,common_equity,tw-3019,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,台股官方公司基本資料未命中；月營收資料未命中或未接到此市場；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,台股 K-line 現在可以買名單
tw,TWSE,3673,TPK-KY,光電業,buy_now,現在可以買名單,1,common_equity,tw-3673,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,3715,定穎投控,電子零組件業,buy_now,現在可以買名單,1,common_equity,tw-3715,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,4585,達明,其他電子業,buy_now,現在可以買名單,1,common_equity,tw-4585,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,4919,新唐,半導體業,buy_now,現在可以買名單,1,common_equity,tw-4919,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,5285,界霖,半導體業,buy_now,現在可以買名單,1,common_equity,tw-5285,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,5871,中租-KY,其他業,buy_now,現在可以買名單,1,common_equity,tw-5871,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,6215,和椿,其他電子業,buy_now,現在可以買名單,1,common_equity,tw-6215,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,6505,台塑化,油電燃氣業,buy_now,現在可以買名單,1,common_equity,tw-6505,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,6937,天虹,半導體業,buy_now,現在可以買名單,1,common_equity,tw-6937,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,6944,兆聯實業,綠能環保,buy_now,現在可以買名單,1,common_equity,tw-6944,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,8070,長華*,電子通路業,buy_now,現在可以買名單,1,common_equity,tw-8070,,,,,1,台股 K-line 現在可以買名單
tw,TWSE,1102,亞泥,水泥工業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-1102,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,1216,統一,食品工業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-1216,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,台股官方公司基本資料未命中；月營收資料未命中或未接到此市場；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,1308,亞聚,塑膠工業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-1308,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,1309,台達化,塑膠工業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-1309,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,1342,八貫,其他業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-1342,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,1440,南紡,紡織纖維,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-1440,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,1503,士電,電機機械,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-1503,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,1513,中興電,電機機械,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-1513,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,1528,恩德,電機機械,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-1528,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,1560,中砂,電機機械,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-1560,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,台股官方公司基本資料未命中；月營收資料未命中或未接到此市場；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,1597,直得,電機機械,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-1597,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,1711,永光,化學工業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-1711,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,1722,台肥,化學工業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-1722,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,1810,和成,玻璃陶瓷,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-1810,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,1904,正隆,造紙工業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-1904,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,2006,東和鋼鐵,鋼鐵工業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-2006,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,2101,南港,橡膠工業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-2101,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,2201,裕隆,汽車工業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-2201,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,2206,三陽工業,汽車工業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-2206,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,2208,台船,航運業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-2208,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,2323,中環,光電業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-2323,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,2359,所羅門,其他電子業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-2359,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,2401,凌陽,半導體業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-2401,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,2404,漢唐,其他電子業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-2404,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,2417,圓剛,電腦及週邊設備業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-2417,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,2421,建準,電子零組件業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-2421,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,2427,三商電,資訊服務業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-2427,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,2457,飛宏,電子零組件業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-2457,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,2468,華經,資訊服務業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-2468,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,2474,可成,其他電子業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-2474,,,,,1,台股 K-line 現在不能買，但值得等買點名單
tw,TWSE,2476,鉅祥,電子零組件業,wait_entry,現在不能買，但值得等買點名單,4,common_equity,tw-2476,,,,,1,台股 K-line 現在不能買，但值得等買點名單
