market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,1536,和大,buy_now,Watch only,47.8,2026-07-01,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 2.62%; 20D low 46.55 (input only; PM must verify),"20D avg trade value 107,633,190.9; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-02-tw-kline/companies/tw-1536/risk_plan.html
tw,1717,長興,buy_now,Watch only,71.9,2026-07-01,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 8.21%; 20D low 66 (input only; PM must verify),"20D avg trade value 933,690,611.25; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-02-tw-kline/companies/tw-1717/risk_plan.html
tw,2105,正新,buy_now,Watch only,30.1,2026-07-01,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 3.49%; 20D low 29.05 (input only; PM must verify),"20D avg trade value 824,776,037.15; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-02-tw-kline/companies/tw-2105/risk_plan.html
tw,2340,台亞,buy_now,Watch only,35.15,2026-07-01,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 11.1%; 20D low 31.25 (input only; PM must verify),"20D avg trade value 469,914,115.65; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-02-tw-kline/companies/tw-2340/risk_plan.html
tw,2374,佳能,buy_now,Watch only,73.5,2026-07-01,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 5.31%; 20D low 69.6 (input only; PM must verify),"20D avg trade value 575,761,151.65; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-02-tw-kline/companies/tw-2374/risk_plan.html
tw,2436,偉詮電,buy_now,Watch only,70.9,2026-07-01,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 11.57%; 20D low 62.7 (input only; PM must verify),"20D avg trade value 362,376,975.3; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-02-tw-kline/companies/tw-2436/risk_plan.html
tw,2486,一詮,buy_now,Watch only,231.0,2026-07-01,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 5.84%; 20D low 217.5 (input only; PM must verify),"20D avg trade value 2,195,348,114.2; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-02-tw-kline/companies/tw-2486/risk_plan.html
tw,2912,統一超,buy_now,Watch only,223.5,2026-07-01,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 1.12%; 20D low 221 (input only; PM must verify),"20D avg trade value 959,846,114.6; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-02-tw-kline/companies/tw-2912/risk_plan.html
tw,3016,嘉晶,buy_now,Watch only,122.0,2026-07-01,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 20.33%; 20D low 97.2 (input only; PM must verify),"20D avg trade value 1,630,554,901.6; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-02-tw-kline/companies/tw-3016/risk_plan.html
tw,3019,亞光,buy_now,Watch only,140.0,2026-07-01,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 1.79%; 20D low 137.5 (input only; PM must verify),"20D avg trade value 1,724,697,051; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-02-tw-kline/companies/tw-3019/risk_plan.html
