market_key,market,symbol,company,industry,canonical_category,canonical_category_label,source_priority,instrument_type,output_subdir,industry_thesis_gate,hype_risk,industry_thesis_summary,industry_thesis_missing_evidence,source_count,source_summary
tw,台股,1409,新纖,化纖,buy_now,現在可以買名單,0,common_equity,tw-1409,,,,,1,KOL/news 現在可以買名單
tw,台股,1444,力麗,化纖/資產,buy_now,現在可以買名單,0,common_equity,tw-1444,,,,,1,KOL/news 現在可以買名單
tw,台股,2317,鴻海,組裝代工,buy_now,現在可以買名單,0,common_equity,tw-2317,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,台股官方公司基本資料未命中；月營收資料未命中或未接到此市場；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在可以買名單
tw,台股,2330,台積電,半導體代工,buy_now,現在可以買名單,0,common_equity,tw-2330,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,台股官方公司基本資料未命中；月營收資料未命中或未接到此市場；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在可以買名單
tw,台股,2404,漢唐,半導體設備,buy_now,現在可以買名單,0,common_equity,tw-2404,,,,,1,KOL/news 現在可以買名單
tw,台股,2812,台中銀,金融,buy_now,現在可以買名單,0,common_equity,tw-2812,,,,,1,KOL/news 現在可以買名單
tw,台股,3413,京鼎,半導體設備,buy_now,現在可以買名單,0,common_equity,tw-3413,,,,,1,KOL/news 現在可以買名單
tw,台股,8383,千附,半導體設備,buy_now,現在可以買名單,0,common_equity,tw-8383,,,,,1,KOL/news 現在可以買名單
us,美股,AMAT,應用材料,半導體設備,buy_now,現在可以買名單,0,common_equity,us-AMAT,,,,,1,KOL/news 現在可以買名單
us,美股,INTC,英特爾,半導體,buy_now,現在可以買名單,0,common_equity,us-INTC,,,,,1,KOL/news 現在可以買名單
us,美股,IREN,IREN,AI基礎設施,buy_now,現在可以買名單,0,common_equity,us-IREN,,,,,1,KOL/news 現在可以買名單
us,美股,ISRG,直覺外科,醫療設備,buy_now,現在可以買名單,0,common_equity,us-ISRG,,,,,1,KOL/news 現在可以買名單
us,美股,LRCX,科林研發（Lam Research,半導體設備,buy_now,現在可以買名單,0,common_equity,us-LRCX,,,,,1,KOL/news 現在可以買名單
us,美股,ORCL,甲骨文,軟體/雲端,buy_now,現在可以買名單,0,common_equity,us-ORCL,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在可以買名單
us,美股,PLTR,Palantir,企業軟體/AI,buy_now,現在可以買名單,0,common_equity,us-PLTR,theme_only,medium,Gate=目前偏題材，缺公司級落地證據；炒作風險=中；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在可以買名單
us,美股,STX,希捷,記憶體,buy_now,現在可以買名單,0,common_equity,us-STX,,,,,1,KOL/news 現在可以買名單
us,美股,TSLA,特斯拉,電動車/AI,buy_now,現在可以買名單,0,common_equity,us-TSLA,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在可以買名單
us,美股,WDC,西部數據,記憶體,buy_now,現在可以買名單,0,common_equity,us-WDC,,,,,1,KOL/news 現在可以買名單
tw,台股,2408,南亞科,記憶體,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-2408,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,台股官方公司基本資料未命中；月營收資料未命中或未接到此市場；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在不能買，但值得等買點名單
crypto,加密,BTC,比特幣,虛擬貨幣,wait_entry,現在不能買，但值得等買點名單,3,crypto_asset,crypto-BTC,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,AAOI,應用光電,光通訊,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-AAOI,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,AAPL,蘋果,消費電子,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-AAPL,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在不能買，但值得等買點名單
us,美股,AMD,超微,半導體,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-AMD,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,AMZN,亞馬遜,雲端/電商,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-AMZN,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,ASML,艾司摩爾,半導體設備,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-ASML,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,AVGO,博通,半導體,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-AVGO,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,AXTI,AXT Inc,半導體材料,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-AXTI,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在不能買，但值得等買點名單
us,美股,COHR,Coherent,光通訊,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-COHR,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,CRWV,CoreWeave,AI雲端服務,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-CRWV,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,GOOG,Google,搜尋/雲端,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-GOOG,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,HOOD,Robinhood,金融科技,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-HOOD,,,,,1,KOL/news 現在不能買，但值得等買點名單
