market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,1409,新纖,buy_now,Watch only,30.25,2026-07-06,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 23.14%; 20D low 23.25 (input only; PM must verify),"20D avg trade value 987,007,722.4; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-07/companies/tw-1409/risk_plan.html
tw,1444,力麗,buy_now,Watch only,9.15,2026-07-06,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 30.93%; 20D low 6.32 (input only; PM must verify),"20D avg trade value 69,059,312.1; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-07/companies/tw-1444/risk_plan.html
tw,2317,鴻海,buy_now,Watch only,242.0,2026-07-06,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 2.48%; 20D low 236 (input only; PM must verify),"20D avg trade value 17,383,242,937.9; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-07/companies/tw-2317/risk_plan.html
tw,2330,台積電,buy_now,Watch only,2460.0,2026-07-06,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,"20d_low distance 10.16%; 20D low 2,210 (input only; PM must verify)","20D avg trade value 94,438,126,682.65; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-07/companies/tw-2330/risk_plan.html
tw,2404,漢唐,buy_now,Watch only,1320.0,2026-07-06,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,"20d_low distance 17.8%; 20D low 1,085 (input only; PM must verify)","20D avg trade value 5,172,146,302; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-07/companies/tw-2404/risk_plan.html
tw,2812,台中銀,buy_now,Watch only,20.55,2026-07-06,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 9.49%; 20D low 18.6 (input only; PM must verify),"20D avg trade value 319,296,095.85; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-07/companies/tw-2812/risk_plan.html
tw,3413,京鼎,buy_now,Watch only,325.5,2026-07-06,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 12.14%; 20D low 286 (input only; PM must verify),"20D avg trade value 783,815,552.45; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-07/companies/tw-3413/risk_plan.html
tw,8383,千附,buy_now,Watch only,65.0,2026-07-06,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 12.46%; 20D low 56.9 (input only; PM must verify),"20D avg trade value 136,645,525.82; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-07/companies/tw-8383/risk_plan.html
us,AMAT,應用材料,buy_now,Watch only,592.79,2026-07-06T20:00:01Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 23.6%; 20D low 452.91 (input only; PM must verify),"20D avg trade value 7,910,182,820.55; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-07/companies/us-AMAT/risk_plan.html
us,INTC,英特爾,buy_now,Watch only,122.2,2026-07-06T20:00:01Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 19.53%; 20D low 98.33 (input only; PM must verify),"20D avg trade value 16,315,429,360.05; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-07/companies/us-INTC/risk_plan.html
us,IREN,IREN,buy_now,Watch only,43.91,2026-07-06T20:00:01Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 14.23%; 20D low 37.66 (input only; PM must verify),"20D avg trade value 2,208,125,187.95; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-07/companies/us-IREN/risk_plan.html
us,ISRG,直覺外科,buy_now,Watch only,432.83,2026-07-06T20:00:01Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 8.16%; 20D low 397.52 (input only; PM must verify),"20D avg trade value 1,057,184,824.2; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-07/companies/us-ISRG/risk_plan.html
us,LRCX,科林研發（Lam Research,buy_now,Watch only,350.2,2026-07-06T20:00:01Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 13.55%; 20D low 302.74 (input only; PM must verify),"20D avg trade value 5,501,692,730.4; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-07/companies/us-LRCX/risk_plan.html
us,ORCL,甲骨文,buy_now,Watch only,143.76,2026-07-06T20:00:03Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 3.43%; 20D low 138.83 (input only; PM must verify),"20D avg trade value 5,610,919,921; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-07/companies/us-ORCL/risk_plan.html
