market_key,symbol,company,category,recommendation_label,current_price,price_currency,price_as_of,research_status,valuation_status,key_missing_evidence,summary,tearsheet,initiation,risk_plan
us,AON,Aon plc Class A Ordinary Shares,buy_now,Watch only,325.4800109863281,USD,2026-06-24,partial,not_run,本批次使用 StockLoop K-line report 與本機訊號作為來源，未完成完整 SEC filings、法說、consensus、估值模型與流動性模型查核; 需以 Public Equity Investing specialist 的完整公司級研究補強後，才可升級為 decision-ready; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-24-us-kline/companies/us-AON/summary.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-AON/tearsheet.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-AON/initiation.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-AON/risk_plan.html
us,BLDR,Builders FirstSource,buy_now,Watch only,85.41000366210938,USD,2026-06-24,partial,not_run,本批次使用 StockLoop K-line report 與本機訊號作為來源，未完成完整 SEC filings、法說、consensus、估值模型與流動性模型查核; 需以 Public Equity Investing specialist 的完整公司級研究補強後，才可升級為 decision-ready; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-24-us-kline/companies/us-BLDR/summary.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-BLDR/tearsheet.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-BLDR/initiation.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-BLDR/risk_plan.html
us,CMG,Chipotle Mexican Grill,buy_now,Watch only,31.690000534057617,USD,2026-06-24,partial,not_run,本批次使用 StockLoop K-line report 與本機訊號作為來源，未完成完整 SEC filings、法說、consensus、估值模型與流動性模型查核; 需以 Public Equity Investing specialist 的完整公司級研究補強後，才可升級為 decision-ready; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-24-us-kline/companies/us-CMG/summary.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-CMG/tearsheet.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-CMG/initiation.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-CMG/risk_plan.html
us,COHR,Coherent Corp. Common Stock,buy_now,Watch only,392.5,USD,2026-06-24,partial,not_run,本批次使用 StockLoop K-line report 與本機訊號作為來源，未完成完整 SEC filings、法說、consensus、估值模型與流動性模型查核; 需以 Public Equity Investing specialist 的完整公司級研究補強後，才可升級為 decision-ready; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-24-us-kline/companies/us-COHR/summary.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-COHR/tearsheet.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-COHR/initiation.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-COHR/risk_plan.html
us,DHR,Danaher Corporation Common Stock,buy_now,Watch only,188.8699951171875,USD,2026-06-24,partial,not_run,本批次使用 StockLoop K-line report 與本機訊號作為來源，未完成完整 SEC filings、法說、consensus、估值模型與流動性模型查核; 需以 Public Equity Investing specialist 的完整公司級研究補強後，才可升級為 decision-ready; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-24-us-kline/companies/us-DHR/summary.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-DHR/tearsheet.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-DHR/initiation.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-DHR/risk_plan.html
us,GDDY,GoDaddy Inc. Class A Common Stock,buy_now,Watch only,81.33000183105469,USD,2026-06-24,partial,not_run,本批次使用 StockLoop K-line report 與本機訊號作為來源，未完成完整 SEC filings、法說、consensus、估值模型與流動性模型查核; 需以 Public Equity Investing specialist 的完整公司級研究補強後，才可升級為 decision-ready; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-24-us-kline/companies/us-GDDY/summary.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-GDDY/tearsheet.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-GDDY/initiation.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-GDDY/risk_plan.html
us,HON,Honeywell International Inc. - Common Stock,buy_now,Watch only,227.4199981689453,USD,2026-06-24,partial,not_run,本批次使用 StockLoop K-line report 與本機訊號作為來源，未完成完整 SEC filings、法說、consensus、估值模型與流動性模型查核; 需以 Public Equity Investing specialist 的完整公司級研究補強後，才可升級為 decision-ready; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-24-us-kline/companies/us-HON/summary.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-HON/tearsheet.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-HON/initiation.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-HON/risk_plan.html
us,LOW,Lowe's Companies,buy_now,Watch only,221.4499969482422,USD,2026-06-24,partial,not_run,本批次使用 StockLoop K-line report 與本機訊號作為來源，未完成完整 SEC filings、法說、consensus、估值模型與流動性模型查核; 需以 Public Equity Investing specialist 的完整公司級研究補強後，才可升級為 decision-ready; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-24-us-kline/companies/us-LOW/summary.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-LOW/tearsheet.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-LOW/initiation.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-LOW/risk_plan.html
us,MA,Mastercard Incorporated Common Stock,buy_now,Watch only,494.4100036621094,USD,2026-06-24,partial,not_run,本批次使用 StockLoop K-line report 與本機訊號作為來源，未完成完整 SEC filings、法說、consensus、估值模型與流動性模型查核; 需以 Public Equity Investing specialist 的完整公司級研究補強後，才可升級為 decision-ready; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-24-us-kline/companies/us-MA/summary.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-MA/tearsheet.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-MA/initiation.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-MA/risk_plan.html
us,QXO,QXO,buy_now,Not decision-ready,16.93000030517578,USD,2026-06-24,partial,not_run,本批次使用 StockLoop K-line report 與本機訊號作為來源，未完成完整 SEC filings、法說、consensus、估值模型與流動性模型查核; 需以 Public Equity Investing specialist 的完整公司級研究補強後，才可升級為 decision-ready; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-24-us-kline/companies/us-QXO/summary.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-QXO/tearsheet.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-QXO/initiation.html,reports/public-equity-batch/2026-06-24-us-kline/companies/us-QXO/risk_plan.html
