market_key,market,symbol,company,industry,canonical_category,canonical_category_label,source_priority,instrument_type,output_subdir,industry_thesis_gate,hype_risk,industry_thesis_summary,industry_thesis_missing_evidence,source_count,source_summary
us,NYSE,AON,Aon plc Class A Ordinary Shares,Finance / Specialty Insurers,buy_now,現在可以買名單,2,common_equity,us-AON,theme_only,low,"Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=雙策略整合：LZEMA20/3MA；收盤位置 69.7%；振幅 2.8%；buySources=LZEMA20/3MA；buyCount=2；entrySource=LZEMA20；entrySource=3MA；entryReason=空方趨勢結束；entryReason=空方趨勢結束 / 多方趨勢開始；buyCount 2；今日買點 LZEMA20/3MA；成交量高於均量 volumeRatio 1.34；估算成交金額USD 737,248,679；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。",SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NYSE,BLDR,Builders FirstSource,Consumer Discretionary / RETAIL: Building Materials,buy_now,現在可以買名單,2,common_equity,us-BLDR,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=AI / 資料中心；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NYSE,CMG,Chipotle Mexican Grill,Consumer Discretionary / Restaurants,buy_now,現在可以買名單,2,common_equity,us-CMG,theme_only,low,"Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=雙策略整合：LZEMA20/3MA；收盤位置 85.3%；振幅 2.1%；buySources=LZEMA20/3MA；buyCount=2；entrySource=LZEMA20；entrySource=3MA；entryReason=空方趨勢結束；buyCount 2；今日買點 LZEMA20/3MA；估算成交金額USD 355,276,881；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。",SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NYSE,COHR,Coherent Corp. Common Stock,Technology / Electronic Components,buy_now,現在可以買名單,2,common_equity,us-COHR,theme_only,low,"Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=雙策略整合：LZEMA20/3MA；收盤位置 85.8%；振幅 8.1%；buySources=LZEMA20/3MA；buyCount=2；entrySource=LZEMA20；entrySource=3MA；entryReason=多方趨勢開始；entryReason=空方趨勢結束 / 多方趨勢開始；buyCount 2；今日買點 LZEMA20/3MA；估算成交金額USD 1,796,258,980；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。",SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NYSE,DHR,Danaher Corporation Common Stock,Industrials / Industrial Machinery/Components,buy_now,現在可以買名單,2,common_equity,us-DHR,theme_only,low,"Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=雙策略整合：LZEMA20/3MA；收盤位置 93.6%；振幅 5.1%；buySources=LZEMA20/3MA；buyCount=2；entrySource=LZEMA20；entrySource=3MA；entryReason=多方趨勢開始；entryReason=空方趨勢結束 / 多方趨勢開始；buyCount 2；今日買點 LZEMA20/3MA；波幅放大 rangeRatio 2.08；估算成交金額USD 852,788,068；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。",SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NYSE,GDDY,GoDaddy Inc. Class A Common Stock,Technology / EDP Services,buy_now,現在可以買名單,2,common_equity,us-GDDY,theme_only,low,"Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=雙策略整合：LZEMA20/3MA；收盤位置 97.6%；振幅 7.3%；buySources=LZEMA20/3MA；buyCount=2；entrySource=LZEMA20；entrySource=3MA；entryReason=空方趨勢結束；buyCount 2；今日買點 LZEMA20/3MA；波幅放大 rangeRatio 1.50；估算成交金額USD 317,664,577；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。",SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NASDAQ,HON,Honeywell International Inc. - Common Stock,Industrials / Aerospace,buy_now,現在可以買名單,2,common_equity,us-HON,theme_only,low,"Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=雙策略整合：LZEMA20/3MA；收盤位置 72.7%；振幅 2.2%；buySources=LZEMA20/3MA；buyCount=2；entrySource=LZEMA20；entrySource=3MA；entryReason=多方趨勢開始；entryReason=空方趨勢結束 / 多方趨勢開始；buyCount 2；今日買點 LZEMA20/3MA；估算成交金額USD 897,222,835；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。",SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NYSE,LOW,Lowe's Companies,Consumer Discretionary / RETAIL: Building Materials,buy_now,現在可以買名單,2,common_equity,us-LOW,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=AI / 資料中心；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NYSE,MA,Mastercard Incorporated Common Stock,Consumer Discretionary / Business Services,buy_now,現在可以買名單,2,common_equity,us-MA,theme_only,low,"Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=雙策略整合：LZEMA20/3MA；收盤位置 67.0%；振幅 2.5%；buySources=LZEMA20/3MA；buyCount=2；entrySource=LZEMA20；entrySource=3MA；entryReason=空方趨勢結束；entryReason=空方趨勢結束 / 多方趨勢開始；buyCount 2；今日買點 LZEMA20/3MA；估算成交金額USD 1,707,486,972；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。",SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NYSE,QXO,QXO,Consumer Discretionary / RETAIL: Building Materials,buy_now,現在可以買名單,2,common_equity,us-QXO,hype_or_crowded,high,Gate=炒作或擁擠交易風險偏高；炒作風險=高；成長驅動=AI / 資料中心；題材/價格/新聞熱度偏熱，但缺少公司級官方營收、訂單或財報證據支撐。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
