market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
us,AON,Aon plc Class A Ordinary Shares,buy_now,Watch only,325.4800109863281,2026-06-24,0%; evidence not decision-ready,0.0075,not independently verified in scoped K-line PEI batch,not independently verified,No hedge; model portfolio remains cash until evidence clears,"Open/add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim if K-line trigger fails or official evidence weakens,"Exit/watch-only if thesis evidence, price trigger, or risk/reward fails",0 units at risk while research_status is partial,Daily K-line and weekly fundamentals while in watch universe,reports/public-equity-batch/2026-06-24-us-kline/companies/us-AON/risk_plan.html
us,BLDR,Builders FirstSource,buy_now,Watch only,85.41000366210938,2026-06-24,0%; evidence not decision-ready,0.0075,not independently verified in scoped K-line PEI batch,not independently verified,No hedge; model portfolio remains cash until evidence clears,"Open/add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim if K-line trigger fails or official evidence weakens,"Exit/watch-only if thesis evidence, price trigger, or risk/reward fails",0 units at risk while research_status is partial,Daily K-line and weekly fundamentals while in watch universe,reports/public-equity-batch/2026-06-24-us-kline/companies/us-BLDR/risk_plan.html
us,CMG,Chipotle Mexican Grill,buy_now,Watch only,31.690000534057617,2026-06-24,0%; evidence not decision-ready,0.0075,not independently verified in scoped K-line PEI batch,not independently verified,No hedge; model portfolio remains cash until evidence clears,"Open/add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim if K-line trigger fails or official evidence weakens,"Exit/watch-only if thesis evidence, price trigger, or risk/reward fails",0 units at risk while research_status is partial,Daily K-line and weekly fundamentals while in watch universe,reports/public-equity-batch/2026-06-24-us-kline/companies/us-CMG/risk_plan.html
us,COHR,Coherent Corp. Common Stock,buy_now,Watch only,392.5,2026-06-24,0%; evidence not decision-ready,0.0075,not independently verified in scoped K-line PEI batch,not independently verified,No hedge; model portfolio remains cash until evidence clears,"Open/add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim if K-line trigger fails or official evidence weakens,"Exit/watch-only if thesis evidence, price trigger, or risk/reward fails",0 units at risk while research_status is partial,Daily K-line and weekly fundamentals while in watch universe,reports/public-equity-batch/2026-06-24-us-kline/companies/us-COHR/risk_plan.html
us,DHR,Danaher Corporation Common Stock,buy_now,Watch only,188.8699951171875,2026-06-24,0%; evidence not decision-ready,0.0075,not independently verified in scoped K-line PEI batch,not independently verified,No hedge; model portfolio remains cash until evidence clears,"Open/add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim if K-line trigger fails or official evidence weakens,"Exit/watch-only if thesis evidence, price trigger, or risk/reward fails",0 units at risk while research_status is partial,Daily K-line and weekly fundamentals while in watch universe,reports/public-equity-batch/2026-06-24-us-kline/companies/us-DHR/risk_plan.html
us,GDDY,GoDaddy Inc. Class A Common Stock,buy_now,Watch only,81.33000183105469,2026-06-24,0%; evidence not decision-ready,0.0075,not independently verified in scoped K-line PEI batch,not independently verified,No hedge; model portfolio remains cash until evidence clears,"Open/add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim if K-line trigger fails or official evidence weakens,"Exit/watch-only if thesis evidence, price trigger, or risk/reward fails",0 units at risk while research_status is partial,Daily K-line and weekly fundamentals while in watch universe,reports/public-equity-batch/2026-06-24-us-kline/companies/us-GDDY/risk_plan.html
us,HON,Honeywell International Inc. - Common Stock,buy_now,Watch only,227.4199981689453,2026-06-24,0%; evidence not decision-ready,0.0075,not independently verified in scoped K-line PEI batch,not independently verified,No hedge; model portfolio remains cash until evidence clears,"Open/add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim if K-line trigger fails or official evidence weakens,"Exit/watch-only if thesis evidence, price trigger, or risk/reward fails",0 units at risk while research_status is partial,Daily K-line and weekly fundamentals while in watch universe,reports/public-equity-batch/2026-06-24-us-kline/companies/us-HON/risk_plan.html
us,LOW,Lowe's Companies,buy_now,Watch only,221.4499969482422,2026-06-24,0%; evidence not decision-ready,0.0075,not independently verified in scoped K-line PEI batch,not independently verified,No hedge; model portfolio remains cash until evidence clears,"Open/add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim if K-line trigger fails or official evidence weakens,"Exit/watch-only if thesis evidence, price trigger, or risk/reward fails",0 units at risk while research_status is partial,Daily K-line and weekly fundamentals while in watch universe,reports/public-equity-batch/2026-06-24-us-kline/companies/us-LOW/risk_plan.html
us,MA,Mastercard Incorporated Common Stock,buy_now,Watch only,494.4100036621094,2026-06-24,0%; evidence not decision-ready,0.0075,not independently verified in scoped K-line PEI batch,not independently verified,No hedge; model portfolio remains cash until evidence clears,"Open/add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim if K-line trigger fails or official evidence weakens,"Exit/watch-only if thesis evidence, price trigger, or risk/reward fails",0 units at risk while research_status is partial,Daily K-line and weekly fundamentals while in watch universe,reports/public-equity-batch/2026-06-24-us-kline/companies/us-MA/risk_plan.html
us,QXO,QXO,buy_now,Not decision-ready,16.93000030517578,2026-06-24,0%; evidence not decision-ready,0.0075,not independently verified in scoped K-line PEI batch,not independently verified,No hedge; model portfolio remains cash until evidence clears,"Open/add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim if K-line trigger fails or official evidence weakens,"Exit/watch-only if thesis evidence, price trigger, or risk/reward fails",0 units at risk while research_status is partial,Daily K-line and weekly fundamentals while in watch universe,reports/public-equity-batch/2026-06-24-us-kline/companies/us-QXO/risk_plan.html
us,SHOP,Shopify Inc. - Class A Subordinate Voting Shares,buy_now,Not decision-ready,114.16999816894531,2026-06-24,0%; evidence not decision-ready,0.0075,not independently verified in scoped K-line PEI batch,not independently verified,No hedge; model portfolio remains cash until evidence clears,"Open/add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim if K-line trigger fails or official evidence weakens,"Exit/watch-only if thesis evidence, price trigger, or risk/reward fails",0 units at risk while research_status is partial,Daily K-line and weekly fundamentals while in watch universe,reports/public-equity-batch/2026-06-24-us-kline/companies/us-SHOP/risk_plan.html
us,TEM,Tempus AI,buy_now,Watch only,51.939998626708984,2026-06-24,0%; evidence not decision-ready,0.0075,not independently verified in scoped K-line PEI batch,not independently verified,No hedge; model portfolio remains cash until evidence clears,"Open/add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim if K-line trigger fails or official evidence weakens,"Exit/watch-only if thesis evidence, price trigger, or risk/reward fails",0 units at risk while research_status is partial,Daily K-line and weekly fundamentals while in watch universe,reports/public-equity-batch/2026-06-24-us-kline/companies/us-TEM/risk_plan.html
us,UBER,Uber Technologies,buy_now,Watch only,73.8499984741211,2026-06-24,0%; evidence not decision-ready,0.0075,not independently verified in scoped K-line PEI batch,not independently verified,No hedge; model portfolio remains cash until evidence clears,"Open/add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim if K-line trigger fails or official evidence weakens,"Exit/watch-only if thesis evidence, price trigger, or risk/reward fails",0 units at risk while research_status is partial,Daily K-line and weekly fundamentals while in watch universe,reports/public-equity-batch/2026-06-24-us-kline/companies/us-UBER/risk_plan.html
us,VRSK,Verisk Analytics,buy_now,Watch only,180.05999755859375,2026-06-24,0%; evidence not decision-ready,0.0075,not independently verified in scoped K-line PEI batch,not independently verified,No hedge; model portfolio remains cash until evidence clears,"Open/add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim if K-line trigger fails or official evidence weakens,"Exit/watch-only if thesis evidence, price trigger, or risk/reward fails",0 units at risk while research_status is partial,Daily K-line and weekly fundamentals while in watch universe,reports/public-equity-batch/2026-06-24-us-kline/companies/us-VRSK/risk_plan.html
