market_key,market,symbol,company,industry,canonical_category,canonical_category_label,source_priority,instrument_type,output_subdir,industry_thesis_gate,hype_risk,industry_thesis_summary,industry_thesis_missing_evidence,source_count,source_summary
tw,台股,00937B,群益 ESG 投等債 20+,投資等級債 ETF,buy_now,現在可以買名單,0,fund_or_etf,tw-00937B,theme_only,medium,Gate=目前偏題材，缺公司級落地證據；炒作風險=中；成長驅動=美元、長端利率、信用利差；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,台股官方公司基本資料未命中；月營收資料未命中或未接到此市場；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在可以買名單
tw,台股,2351,順德,導線架,buy_now,現在可以買名單,0,common_equity,tw-2351,hype_or_crowded,high,Gate=炒作或擁擠交易風險偏高；炒作風險=高；成長驅動=漲價 / 價格循環；題材/價格/新聞熱度偏熱，但缺少公司級官方營收、訂單或財報證據支撐。,台股官方公司基本資料未命中；月營收資料未命中或未接到此市場；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在可以買名單
tw,台股,6209,今國光,光學 / CPO,buy_now,現在可以買名單,0,common_equity,tw-6209,hype_or_crowded,high,Gate=炒作或擁擠交易風險偏高；炒作風險=高；成長驅動=訂單 / 客戶導入；題材/價格/新聞熱度偏熱，但缺少公司級官方營收、訂單或財報證據支撐。,台股官方公司基本資料未命中；月營收資料未命中或未接到此市場；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在可以買名單
us,美股,BB,黑莓,軟體 / 車用安控,buy_now,現在可以買名單,0,common_equity,us-BB,hype_or_crowded,high,Gate=炒作或擁擠交易風險偏高；炒作風險=高；成長驅動=現金流、車用安控收入；題材/價格/新聞熱度偏熱，但缺少公司級官方營收、訂單或財報證據支撐。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在可以買名單
us,美股,NOK,諾基亞,通訊 / AI 基建,buy_now,現在可以買名單,0,common_equity,us-NOK,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=AI / 資料中心、政策 / 基建、訂單 / 客戶導入；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在可以買名單
us,美股,VEA,Vanguard 已開發市場 ETF,非美市場 ETF,buy_now,現在可以買名單,0,fund_or_etf,us-VEA,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=非美股市與美元；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；OHLCV 價格脈絡未命中；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在可以買名單
us,美股,VT,Vanguard 全全球股票 ETF,全球股票 ETF,buy_now,現在可以買名單,0,fund_or_etf,us-VT,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=全球股市長期趨勢；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；OHLCV 價格脈絡未命中；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在可以買名單
us,美股,VWO,Vanguard 新興市場 ETF,新興市場 ETF,buy_now,現在可以買名單,0,fund_or_etf,us-VWO,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=政策 / 基建；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；OHLCV 價格脈絡未命中；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在可以買名單
tw,台股,00631L,0050 正二,槓桿 ETF,wait_entry,現在不能買，但值得等買點名單,3,fund_or_etf,tw-00631L,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,2303,聯電,成熟製程代工,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-2303,,,,,1,KOL/news 現在不能買，但值得等買點名單
