market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,3037,欣興,buy_now,Not decision-ready,1070.0,2026-06-30,0%; not decision-ready,0.0075,20d_low distance 24.21%; 20D low 811 (input only; PM must verify),"20D avg trade value 26,240,913,235.6; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-01/companies/tw-3037/risk_plan.html
tw,3443,創意,buy_now,Not decision-ready,4845.0,2026-06-30,0%; not decision-ready,0.0075,"20d_low distance 18.78%; 20D low 3,935 (input only; PM must verify)","20D avg trade value 10,809,245,686.25; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-01/companies/tw-3443/risk_plan.html
us,GOOGL,Google,buy_now,Watch only,357.37,2026-06-30T20:00:01Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 7.6%; 20D low 330.2 (input only; PM must verify),"20D avg trade value 14,562,130,925.35; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-01/companies/us-GOOGL/risk_plan.html
us,SNOW,Snowflake,buy_now,Watch only,254.5,2026-06-30T20:00:02Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 14.55%; 20D low 217.48 (input only; PM must verify),"20D avg trade value 1,910,672,571.6; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-01/companies/us-SNOW/risk_plan.html
tw,3363,上詮,wait_entry,Wait for trigger,578.0,2026-06-30,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 3.63%; 20D low 557 (input only; PM must verify),"20D avg trade value 2,100,399,866.46; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-01/companies/tw-3363/risk_plan.html
tw,6442,光聖,wait_entry,Wait for trigger,1640.0,2026-06-30,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,"20d_low distance 3.96%; 20D low 1,575 (input only; PM must verify)","20D avg trade value 4,157,924,607.75; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-01/companies/tw-6442/risk_plan.html
us,AAOI,AOI,wait_entry,Wait for trigger,148.16,2026-06-30T20:00:00Z,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 14.28%; 20D low 127.01 (input only; PM must verify),"20D avg trade value 2,424,582,793.3; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-01/companies/us-AAOI/risk_plan.html
us,AAPL,Apple,wait_entry,Wait for trigger,289.36,2026-06-30T20:00:01Z,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 5.39%; 20D low 273.75 (input only; PM must verify),"20D avg trade value 19,801,453,225.8; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-01/companies/us-AAPL/risk_plan.html
us,AMAT,應用材料,wait_entry,Wait for trigger,723.0,2026-06-30T20:00:00Z,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 37.36%; 20D low 452.91 (input only; PM must verify),"20D avg trade value 7,289,189,768.5; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-01/companies/us-AMAT/risk_plan.html
us,AMZN,Amazon,wait_entry,Wait for trigger,238.34,2026-06-30T20:00:01Z,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 5.37%; 20D low 225.55 (input only; PM must verify),"20D avg trade value 15,051,020,992.3; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-01/companies/us-AMZN/risk_plan.html
