market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,1477,聚陽,buy_now,Watch only,216.0,2026-06-26,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 2.78%; 20D low 210 (input only; PM must verify),"20D avg trade value 723,986,025.8; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-06-29-tw-kline/companies/tw-1477/risk_plan.html
tw,2377,微星,buy_now,Watch only,131.5,2026-06-26,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 2.66%; 20D low 128 (input only; PM must verify),"20D avg trade value 3,739,344,575.7; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-06-29-tw-kline/companies/tw-2377/risk_plan.html
tw,2406,國碩,buy_now,Watch only,34.55,2026-06-26,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 9.7%; 20D low 31.2 (input only; PM must verify),"20D avg trade value 1,198,771,649.5; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-06-29-tw-kline/companies/tw-2406/risk_plan.html
tw,3035,智原,buy_now,Watch only,206.5,2026-06-26,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 16.46%; 20D low 172.5 (input only; PM must verify),"20D avg trade value 2,393,044,588.45; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-06-29-tw-kline/companies/tw-3035/risk_plan.html
tw,3583,辛耘,buy_now,Watch only,812.0,2026-06-26,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 8.87%; 20D low 740 (input only; PM must verify),"20D avg trade value 1,400,787,318.95; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-06-29-tw-kline/companies/tw-3583/risk_plan.html
tw,4763,材料*-KY,buy_now,Not decision-ready,43.5,2026-06-26,0%; not decision-ready,0.0075,20d_low distance 5.98%; 20D low 40.9 (input only; PM must verify),"20D avg trade value 378,118,043.8; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-06-29-tw-kline/companies/tw-4763/risk_plan.html
tw,5269,祥碩,buy_now,Not decision-ready,1365.0,2026-06-26,0%; not decision-ready,0.0075,"20d_low distance 6.59%; 20D low 1,275 (input only; PM must verify)","20D avg trade value 1,980,040,529; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-06-29-tw-kline/companies/tw-5269/risk_plan.html
tw,6257,矽格,buy_now,Watch only,224.0,2026-06-26,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 12.72%; 20D low 195.5 (input only; PM must verify),"20D avg trade value 2,561,050,370.9; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-06-29-tw-kline/companies/tw-6257/risk_plan.html
tw,6415,矽力*-KY,buy_now,Watch only,572.0,2026-06-26,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 20.19%; 20D low 456.5 (input only; PM must verify),"20D avg trade value 3,490,736,705.7; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-06-29-tw-kline/companies/tw-6415/risk_plan.html
tw,1609,大亞,wait_entry,Wait for trigger,35.3,2026-06-26,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,not independently verified in report-scope PEI artifact,"20D avg trade value 481,391,685.9; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-06-29-tw-kline/companies/tw-1609/risk_plan.html
