market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,1623,大東電,buy_now,Watch only,214.0,2026-07-03,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 6.54%; 20D low 200 (input only; PM must verify),"20D avg trade value 63,757,720.3; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-1623/risk_plan.html
tw,3708,上緯投控,buy_now,Watch only,110.5,2026-07-03,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 6.79%; 20D low 103 (input only; PM must verify),"20D avg trade value 89,687,115.45; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-3708/risk_plan.html
tw,8996,高力,buy_now,Watch only,1380.0,2026-07-03,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,"20d_low distance 26.45%; 20D low 1,015 (input only; PM must verify)","20D avg trade value 3,791,234,836; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-8996/risk_plan.html
tw,1215,卜蜂,wait_entry,Wait for trigger,112.5,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 2.67%; 20D low 109.5 (input only; PM must verify),"20D avg trade value 221,621,508.35; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-1215/risk_plan.html
tw,1504,東元,wait_entry,Wait for trigger,70.0,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 4.29%; 20D low 67 (input only; PM must verify),"20D avg trade value 1,238,676,247.7; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-1504/risk_plan.html
tw,1514,亞力,wait_entry,Wait for trigger,123.0,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 7.32%; 20D low 114 (input only; PM must verify),"20D avg trade value 796,121,949.05; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-1514/risk_plan.html
tw,1609,大亞,wait_entry,Wait for trigger,39.8,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 11.31%; 20D low 35.3 (input only; PM must verify),"20D avg trade value 332,656,712.9; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-1609/risk_plan.html
tw,1808,潤隆,wait_entry,Wait for trigger,30.4,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 2.63%; 20D low 29.6 (input only; PM must verify),"20D avg trade value 57,102,241.8; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-1808/risk_plan.html
tw,2027,大成鋼,wait_entry,Wait for trigger,41.15,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 4.01%; 20D low 39.5 (input only; PM must verify),"20D avg trade value 774,171,474.4; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2027/risk_plan.html
tw,2312,金寶,wait_entry,Wait for trigger,34.85,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 5.17%; 20D low 33.05 (input only; PM must verify),"20D avg trade value 1,685,469,614.85; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2312/risk_plan.html
tw,2349,錸德,wait_entry,Wait for trigger,13.3,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 4.51%; 20D low 12.7 (input only; PM must verify),"20D avg trade value 56,880,506.1; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2349/risk_plan.html
tw,2351,順德,wait_entry,Wait for trigger,207.5,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 16.39%; 20D low 173.5 (input only; PM must verify),"20D avg trade value 1,686,324,616.45; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2351/risk_plan.html
tw,2354,鴻準,wait_entry,Wait for trigger,55.6,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 3.06%; 20D low 53.9 (input only; PM must verify),"20D avg trade value 440,492,851.2; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2354/risk_plan.html
tw,2362,藍天,wait_entry,Wait for trigger,41.5,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 1.45%; 20D low 40.9 (input only; PM must verify),"20D avg trade value 107,063,578.5; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2362/risk_plan.html
tw,2369,菱生,wait_entry,Wait for trigger,39.3,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 21.76%; 20D low 30.75 (input only; PM must verify),"20D avg trade value 1,053,149,833.8; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2369/risk_plan.html
tw,2399,映泰,wait_entry,Wait for trigger,50.0,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 13.9%; 20D low 43.05 (input only; PM must verify),"20D avg trade value 648,362,246.1; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2399/risk_plan.html
tw,2408,南亞科,wait_entry,Wait for trigger,409.5,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 20.88%; 20D low 324 (input only; PM must verify),"20D avg trade value 46,387,720,690.8; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2408/risk_plan.html
tw,2436,偉詮電,wait_entry,Wait for trigger,75.9,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 17.39%; 20D low 62.7 (input only; PM must verify),"20D avg trade value 385,905,753.6; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2436/risk_plan.html
tw,2465,麗臺,wait_entry,Wait for trigger,73.4,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 5.04%; 20D low 69.7 (input only; PM must verify),"20D avg trade value 95,069,008.25; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2465/risk_plan.html
tw,2467,志聖,wait_entry,Wait for trigger,615.0,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 15.45%; 20D low 520 (input only; PM must verify),"20D avg trade value 1,063,383,184.75; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2467/risk_plan.html
tw,2486,一詮,wait_entry,Wait for trigger,249.0,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 12.65%; 20D low 217.5 (input only; PM must verify),"20D avg trade value 2,110,531,426.2; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2486/risk_plan.html
tw,2498,宏達電,wait_entry,Wait for trigger,44.45,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 7.09%; 20D low 41.3 (input only; PM must verify),"20D avg trade value 410,389,904.65; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2498/risk_plan.html
tw,2501,國建,wait_entry,Wait for trigger,24.25,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 4.12%; 20D low 23.25 (input only; PM must verify),"20D avg trade value 191,918,319.6; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2501/risk_plan.html
tw,2637,慧洋-KY,wait_entry,Wait for trigger,74.3,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 4.71%; 20D low 70.8 (input only; PM must verify),"20D avg trade value 365,319,277.15; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2637/risk_plan.html
tw,2820,華票,wait_entry,Wait for trigger,16.85,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 1.48%; 20D low 16.6 (input only; PM must verify),"20D avg trade value 60,756,520.15; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2820/risk_plan.html
tw,2884,玉山金,wait_entry,Wait for trigger,33.7,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 4.15%; 20D low 32.3 (input only; PM must verify),"20D avg trade value 2,152,517,023.2; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2884/risk_plan.html
tw,2903,遠百,wait_entry,Wait for trigger,22.05,2026-07-03,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 2.27%; 20D low 21.55 (input only; PM must verify),"20D avg trade value 90,334,656.55; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-tw-kline/companies/tw-2903/risk_plan.html
