market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
us,ANET,Arista Networks,buy_now,Watch only,173.28,2026-07-06T20:00:03Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 16.14%; 20D low 145.32 (input only; PM must verify),"20D avg trade value 1,335,068,971.95; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-us-kline/companies/us-ANET/risk_plan.html
us,ARES,Ares Management Corporation Class A Common Stock,buy_now,Watch only,121.83,2026-07-06T20:01:29Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 13.17%; 20D low 105.79 (input only; PM must verify),"20D avg trade value 311,648,184.8; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-us-kline/companies/us-ARES/risk_plan.html
us,BMNR,BitMine Immersion Technologies,buy_now,Watch only,15.55,2026-07-06T20:00:03Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 17.68%; 20D low 12.8 (input only; PM must verify),"20D avg trade value 627,686,519.8; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-us-kline/companies/us-BMNR/risk_plan.html
us,GOOG,Alphabet Inc. - Class C Capital Stock,buy_now,Watch only,364.9,2026-07-06T20:00:01Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 8.55%; 20D low 333.69 (input only; PM must verify),"20D avg trade value 8,818,326,563.15; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-us-kline/companies/us-GOOG/risk_plan.html
us,ICE,Intercontinental Exchange Inc. Common Stock,buy_now,Watch only,134.91,2026-07-06T20:00:03Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 9.72%; 20D low 121.79 (input only; PM must verify),"20D avg trade value 696,271,188.3; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-us-kline/companies/us-ICE/risk_plan.html
us,NTAP,NetApp,buy_now,Watch only,163.55,2026-07-06T20:00:00Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 8.73%; 20D low 149.27 (input only; PM must verify),"20D avg trade value 480,337,117.1; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-us-kline/companies/us-NTAP/risk_plan.html
us,TMUS,T-Mobile US,buy_now,Watch only,181.79,2026-07-06T20:00:00Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 8.87%; 20D low 165.66 (input only; PM must verify),"20D avg trade value 1,180,590,146.95; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-us-kline/companies/us-TMUS/risk_plan.html
us,TSLA,Tesla,buy_now,Watch only,419.77,2026-07-06T20:00:01Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 12.19%; 20D low 368.6 (input only; PM must verify),"20D avg trade value 20,079,040,003.7; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-us-kline/companies/us-TSLA/risk_plan.html
us,VST,Vistra Corp. Common Stock,buy_now,Watch only,157.22,2026-07-06T20:00:03Z,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 12.28%; 20D low 137.91 (input only; PM must verify),"20D avg trade value 691,588,798.7; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-us-kline/companies/us-VST/risk_plan.html
us,ACHR,Archer Aviation Inc. Class A Common Stock,wait_entry,Wait for trigger,5.37,2026-07-06T20:00:03Z,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 14.15%; 20D low 4.61 (input only; PM must verify),"20D avg trade value 221,176,218.8; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-06-us-kline/companies/us-ACHR/risk_plan.html
