market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,1215,卜蜂,inventory_holding,Watch only,110.5,2026-07-17,0%; watch only until thesis and risk evidence improve,0.0,20d_low distance 0.91%; 20D low 109.5 (input only; PM must verify),"20D avg trade value 150,228,563.85; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期訊號或資料限制使風控優先於加碼。,若 thesis/估值/技術證據轉弱，或後續 APEX 有有效破位價，需重估。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-07-20-inventory/companies/tw-1215/risk_plan.html
tw,1216,統一,inventory_holding,Watch only,80.0,2026-07-17,0%; watch only until thesis and risk evidence improve,0.0,20d_low distance 7.75%; 20D low 73.8 (input only; PM must verify),"20D avg trade value 1,398,239,286.95; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期訊號或資料限制使風控優先於加碼。,若 thesis/估值/技術證據轉弱，或後續 APEX 有有效破位價，需重估。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-07-20-inventory/companies/tw-1216/risk_plan.html
tw,1476,儒鴻,inventory_holding,Watch only,333.5,2026-07-17,0%; watch only until thesis and risk evidence improve,0.0,20d_low distance 7.8%; 20D low 307.5 (input only; PM must verify),"20D avg trade value 572,536,409.15; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期訊號或資料限制使風控優先於加碼。,若 thesis/估值/技術證據轉弱，或後續 APEX 有有效破位價，需重估。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-07-20-inventory/companies/tw-1476/risk_plan.html
tw,1477,聚陽,inventory_holding,Watch only,216.0,2026-07-17,0%; watch only until thesis and risk evidence improve,0.0,20d_low distance 2.78%; 20D low 210 (input only; PM must verify),"20D avg trade value 740,422,348.65; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期訊號或資料限制使風控優先於加碼。,若 thesis/估值/技術證據轉弱，或後續 APEX 有有效破位價，需重估。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-07-20-inventory/companies/tw-1477/risk_plan.html
tw,1560,中砂,inventory_holding,Watch only,656.0,2026-07-17,0%; watch only until thesis and risk evidence improve,0.0,20d_low distance 1.22%; 20D low 648 (input only; PM must verify),"20D avg trade value 1,071,786,688.25; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期訊號或資料限制使風控優先於加碼。,若 thesis/估值/技術證據轉弱，或後續 APEX 有有效破位價，需重估。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-07-20-inventory/companies/tw-1560/risk_plan.html
tw,2317,鴻海,inventory_holding,Watch only,234.0,2026-07-17,"0%; inventory-holding context only, no model position opened",0.0,20d_low distance 1.71%; 20D low 230 (input only; PM must verify),"20D avg trade value 13,695,057,554.5; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",既有研究未顯示明確 thesis break，但本輪不以快取資料新增風險。,若 thesis/估值/技術證據轉弱，或後續 APEX 有有效破位價，需重估。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-07-20-inventory/companies/tw-2317/risk_plan.html
tw,2324,仁寶,inventory_holding,Watch only,36.0,2026-07-17,0%; watch only until thesis and risk evidence improve,0.0,20d_low distance 5.56%; 20D low 34 (input only; PM must verify),"20D avg trade value 2,059,509,206.8; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期訊號或資料限制使風控優先於加碼。,若 thesis/估值/技術證據轉弱，或後續 APEX 有有效破位價，需重估。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-07-20-inventory/companies/tw-2324/risk_plan.html
tw,2330,台積電,inventory_holding,Not decision-ready,2290.0,2026-07-17,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,"20D avg trade value 97,050,508,859.5; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期訊號或資料限制使風控優先於加碼。,若 thesis/估值/技術證據轉弱，或後續 APEX 有有效破位價，需重估。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-07-20-inventory/companies/tw-2330/risk_plan.html
tw,2337,旺宏,inventory_holding,Watch only,125.0,2026-07-17,0%; watch only until thesis and risk evidence improve,0.0,20d_low distance 0.8%; 20D low 124 (input only; PM must verify),"20D avg trade value 15,728,359,040.75; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期訊號或資料限制使風控優先於加碼。,若 thesis/估值/技術證據轉弱，或後續 APEX 有有效破位價，需重估。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-07-20-inventory/companies/tw-2337/risk_plan.html
tw,2344,華邦電,inventory_holding,Not decision-ready,155.0,2026-07-17,0%; not decision-ready for model portfolio,0.0,not independently verified in inventory-scope batch,"20D avg trade value 38,499,841,445.1; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Stock Industry/資料品質風險優先。,若 thesis/估值/技術證據轉弱，或後續 APEX 有有效破位價，需重估。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-07-20-inventory/companies/tw-2344/risk_plan.html
