market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,0061,元大寶滬深,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-0061/risk_plan.html
tw,006207,復華滬深,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-006207/risk_plan.html
tw,00625K,富邦上証+R,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-00625K/risk_plan.html
tw,00680L,元大美債20正2,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-00680L/risk_plan.html
tw,00682U,期元大美元指數,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-00682U/risk_plan.html
tw,00688L,國泰20年美債正2,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-00688L/risk_plan.html
tw,00707R,期元大S&P日圓反1,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-00707R/risk_plan.html
tw,00712,復華富時不動產,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-00712/risk_plan.html
tw,00949,復華日本龍頭,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-00949/risk_plan.html
tw,1215,卜蜂,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-1215/risk_plan.html
tw,1538,正峰,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-1538/risk_plan.html
tw,1560,中砂,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-1560/risk_plan.html
tw,1808,潤隆,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-1808/risk_plan.html
tw,2321,東訊,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2321/risk_plan.html
tw,2351,順德,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2351/risk_plan.html
tw,2362,藍天,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2362/risk_plan.html
tw,2399,映泰,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2399/risk_plan.html
tw,2402,毅嘉,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2402/risk_plan.html
tw,2436,偉詮電,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2436/risk_plan.html
tw,2467,志聖,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2467/risk_plan.html
tw,2498,宏達電,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2498/risk_plan.html
tw,2939,永邑-KY,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2939/risk_plan.html
tw,3028,增你強,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-3028/risk_plan.html
tw,3257,虹冠電,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-3257/risk_plan.html
tw,3592,瑞鼎,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-3592/risk_plan.html
tw,5906,台南-KY,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-5906/risk_plan.html
tw,6005,群益證,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-6005/risk_plan.html
tw,6282,康舒,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-6282/risk_plan.html
tw,6438,迅得,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-6438/risk_plan.html
tw,8150,南茂,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-8150/risk_plan.html
tw,8996,高力,buy_now,,,,,0.0075,,,,,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-8996/risk_plan.html
