market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,1215,卜蜂,inventory_holding,Watch only,114.0,2026-06-26,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",價格進入 APEX warn 區或既有風控名單，反彈不追，先降低部位風險。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 114.5；break 112；跌破 break 或低於 warn 後無法收復則提高風控。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1215/risk_plan.html
tw,1216,統一,inventory_holding,Watch only,75.0,2026-06-26,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",台股近期賣點/權重/價格監控需先降風險。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 74.5；break 72.8；跌破 break 或低於 warn 後無法收復則提高風控。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1216/risk_plan.html
tw,1477,聚陽,inventory_holding,Watch only,219.5,2026-06-26,"0%; inventory-holding context only, no model position opened",0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",未見明確 PEI thesis break，但證據未達加碼標準；僅管理既有部位。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 216.5；break 211；跌破 break 或低於 warn 後無法收復則提高風控。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1477/risk_plan.html
tw,1560,中砂,inventory_holding,Watch only,709.0,2026-06-26,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近一週有賣點觸發，反彈不追，先控風險。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 689；break 670；跌破 break 或低於 warn 後無法收復則提高風控。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1560/risk_plan.html
tw,2317,鴻海,inventory_holding,Watch only,250.0,2026-06-26,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近一週有賣點觸發，反彈不追，先控風險。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：缺數值停損門檻，需補圖表與報價。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2317/risk_plan.html
tw,2324,仁寶,inventory_holding,Watch only,35.05,2026-06-26,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近一週有賣點觸發，反彈不追，先控風險。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：缺數值停損門檻，需補圖表與報價。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2324/risk_plan.html
tw,2330,台積電,inventory_holding,Watch only,2335.0,2026-06-26,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",價格跌破 APEX break，且 PEI 官方證據未補齊；先降低價格破位與回撤風險。,"PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 2,385；break 2,345；跌破 break 或低於 warn 後無法收復則提高風控。",0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2330/risk_plan.html
tw,2337,旺宏,inventory_holding,Watch only,167.0,2026-06-26,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近一週有賣點觸發，反彈不追，先控風險。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 162.5；break 150；跌破 break 或低於 warn 後無法收復則提高風控。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2337/risk_plan.html
tw,2344,華邦電,inventory_holding,Watch only,207.5,2026-06-26,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近一週有賣點觸發，反彈不追，先控風險。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：缺數值停損門檻，需補圖表與報價。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2344/risk_plan.html
tw,2408,南亞科,inventory_holding,Watch only,463.0,2026-06-26,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近一週有賣點觸發，反彈不追，先控風險。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 427.5；break 410；跌破 break 或低於 warn 後無法收復則提高風控。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2408/risk_plan.html
tw,2454,聯發科,inventory_holding,Watch only,3890.0,2026-06-26,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",價格跌破 APEX break，且 PEI 官方證據未補齊；先降低價格破位與回撤風險。,"PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 4,375；break 4,280；跌破 break 或低於 warn 後無法收復則提高風控。",0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2454/risk_plan.html
tw,2618,長榮航,inventory_holding,Watch only,44.3,2026-06-26,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近一週有賣點觸發，反彈不追，先控風險。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 42.25；break 40.85；跌破 break 或低於 warn 後無法收復則提高風控。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2618/risk_plan.html
