market_key,symbol,company,category,recommendation_label,current_price,price_currency,price_as_of,research_status,valuation_status,key_missing_evidence,summary,tearsheet,initiation,risk_plan
tw,1215,卜蜂,inventory_holding,Watch only,114.0,TWD,2026-06-26,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1215/summary.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1215/tearsheet.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1215/initiation.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1215/risk_plan.html
tw,1216,統一,inventory_holding,Watch only,75.0,TWD,2026-06-26,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1216/summary.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1216/tearsheet.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1216/initiation.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1216/risk_plan.html
tw,1477,聚陽,inventory_holding,Watch only,219.5,TWD,2026-06-26,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1477/summary.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1477/tearsheet.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1477/initiation.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1477/risk_plan.html
tw,1560,中砂,inventory_holding,Watch only,709.0,TWD,2026-06-26,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1560/summary.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1560/tearsheet.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1560/initiation.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-1560/risk_plan.html
tw,2317,鴻海,inventory_holding,Watch only,250.0,TWD,2026-06-26,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2317/summary.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2317/tearsheet.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2317/initiation.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2317/risk_plan.html
tw,2324,仁寶,inventory_holding,Watch only,35.05,TWD,2026-06-26,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2324/summary.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2324/tearsheet.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2324/initiation.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2324/risk_plan.html
tw,2330,台積電,inventory_holding,Watch only,2335.0,TWD,2026-06-26,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2330/summary.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2330/tearsheet.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2330/initiation.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2330/risk_plan.html
tw,2337,旺宏,inventory_holding,Watch only,167.0,TWD,2026-06-26,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2337/summary.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2337/tearsheet.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2337/initiation.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2337/risk_plan.html
tw,2344,華邦電,inventory_holding,Watch only,207.5,TWD,2026-06-26,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2344/summary.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2344/tearsheet.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2344/initiation.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2344/risk_plan.html
tw,2408,南亞科,inventory_holding,Watch only,463.0,TWD,2026-06-26,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2408/summary.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2408/tearsheet.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2408/initiation.html,reports/public-equity-batch/2026-06-26-inventory/companies/tw-2408/risk_plan.html
