symbol,company,result_status,handoff_statuses,required_objects,next_workflows,packet_json,expected_result_path,template_md,validate_results_report_json
2303,聯電,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/input_packets/tw-2303.packet.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/tw-2303.result.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/result_templates/tw-2303.result.template.md,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/validate_results_report.json
2354,鴻準,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/input_packets/tw-2354.packet.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/tw-2354.result.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/result_templates/tw-2354.result.template.md,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/validate_results_report.json
2363,矽統,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/input_packets/tw-2363.packet.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/tw-2363.result.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/result_templates/tw-2363.result.template.md,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/validate_results_report.json
2388,威盛,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/input_packets/tw-2388.packet.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/tw-2388.result.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/result_templates/tw-2388.result.template.md,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/validate_results_report.json
2441,超豐,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/input_packets/tw-2441.packet.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/tw-2441.result.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/result_templates/tw-2441.result.template.md,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/validate_results_report.json
2609,陽明,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/input_packets/tw-2609.packet.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/tw-2609.result.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/result_templates/tw-2609.result.template.md,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/validate_results_report.json
2881,富邦金,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/input_packets/tw-2881.packet.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/tw-2881.result.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/result_templates/tw-2881.result.template.md,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/validate_results_report.json
3035,智原,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/input_packets/tw-3035.packet.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/tw-3035.result.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/result_templates/tw-3035.result.template.md,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/validate_results_report.json
3189,景碩,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/input_packets/tw-3189.packet.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/tw-3189.result.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/result_templates/tw-3189.result.template.md,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/validate_results_report.json
6202,盛群,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/input_packets/tw-6202.packet.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/tw-6202.result.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/result_templates/tw-6202.result.template.md,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/validate_results_report.json
6271,同欣電,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/input_packets/tw-6271.packet.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/tw-6271.result.json,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/result_templates/tw-6271.result.template.md,reports/public-equity-batch/2026-07-08-tw-kline/specialist_workorders/validate_results_report.json
