market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
us,AKAM,Akamai Technologies,buy_now,Not decision-ready,126.56999969482422,2026-07-08,0%; not decision-ready,0.0075,20d_low distance 14.01%; 20D low 108.84 (input only; PM must verify),"20D avg trade value 505,756,111.05; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-us-kline/companies/us-AKAM/risk_plan.html
us,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,buy_now,Not decision-ready,108.9800033569336,2026-07-08,0%; not decision-ready,0.0075,20d_low distance 15.59%; 20D low 91.99 (input only; PM must verify),"20D avg trade value 1,520,773,987.15; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-us-kline/companies/us-BABA/risk_plan.html
us,CNQ,Canadian Natural Resources Limited Common Stock,buy_now,Watch only,42.43000030517578,2026-07-08,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 8.48%; 20D low 38.83 (input only; PM must verify),"20D avg trade value 444,030,490.5; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-us-kline/companies/us-CNQ/risk_plan.html
us,COP,ConocoPhillips Common Stock,buy_now,Watch only,110.72000122070312,2026-07-08,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 7.25%; 20D low 102.69 (input only; PM must verify),"20D avg trade value 918,004,318.2; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-us-kline/companies/us-COP/risk_plan.html
us,CRDO,Credo Technology Group Holding Ltd - Ordinary Shares,buy_now,Watch only,258.69000244140625,2026-07-08,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 19%; 20D low 209.55 (input only; PM must verify),"20D avg trade value 2,709,264,557.1; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-us-kline/companies/us-CRDO/risk_plan.html
us,DVN,Devon Energy Corporation Common Stock,buy_now,Watch only,43.310001373291016,2026-07-08,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 7.64%; 20D low 40 (input only; PM must verify),"20D avg trade value 694,624,925.8; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-us-kline/companies/us-DVN/risk_plan.html
us,FANG,Diamondback Energy,buy_now,Watch only,186.60000610351562,2026-07-08,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 8.84%; 20D low 170.1 (input only; PM must verify),"20D avg trade value 486,374,027.2; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-us-kline/companies/us-FANG/risk_plan.html
us,NVDA,NVIDIA Corporation - Common Stock,buy_now,Watch only,204.1199951171875,2026-07-08,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 7.02%; 20D low 189.8 (input only; PM must verify),"20D avg trade value 30,259,325,938.15; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-us-kline/companies/us-NVDA/risk_plan.html
us,PBR,Petroleo Brasileiro S.A. Petrobras ADS,buy_now,Not decision-ready,17.239999771118164,2026-07-08,0%; not decision-ready,0.0075,20d_low distance 8%; 20D low 15.86 (input only; PM must verify),"20D avg trade value 260,439,503.9; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-us-kline/companies/us-PBR/risk_plan.html
us,RIVN,Rivian Automotive,buy_now,Not decision-ready,16.65999984741211,2026-07-08,0%; not decision-ready,0.0075,20d_low distance 13.87%; 20D low 14.35 (input only; PM must verify),"20D avg trade value 664,749,414.4; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-us-kline/companies/us-RIVN/risk_plan.html
