market_key,symbol,company,category,recommendation_label,current_price,price_currency,price_as_of,research_status,valuation_status,key_missing_evidence,summary,tearsheet,initiation,risk_plan
tw,2374,佳能,buy_now,Watch only,76.7,TWD,2026-06-23 market close Asia/Taipei,partial,not_run,"latest revenue / quarterly financials not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; filings / IR presentation / transcript evidence not reviewed; positioning, ownership, and consensus estimate context missing",reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-2374/summary.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-2374/tearsheet.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-2374/initiation.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-2374/risk_plan.html
tw,2912,統一超,buy_now,Watch only,227.0,TWD,2026-06-23 market close Asia/Taipei,partial,not_run,"latest revenue / quarterly financials not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; filings / IR presentation / transcript evidence not reviewed; positioning, ownership, and consensus estimate context missing",reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-2912/summary.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-2912/tearsheet.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-2912/initiation.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-2912/risk_plan.html
tw,1229,聯華,wait_entry,Wait for trigger,41.7,TWD,2026-06-23 market close Asia/Taipei,partial,not_run,"latest revenue / quarterly financials not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; filings / IR presentation / transcript evidence not reviewed; positioning, ownership, and consensus estimate context missing; wait-entry trigger still requires follow-through or support retest confirmation",reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-1229/summary.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-1229/tearsheet.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-1229/initiation.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-1229/risk_plan.html
tw,1477,聚陽,wait_entry,Wait for trigger,215.0,TWD,2026-06-23 market close Asia/Taipei,partial,not_run,"latest revenue / quarterly financials not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; filings / IR presentation / transcript evidence not reviewed; positioning, ownership, and consensus estimate context missing; wait-entry trigger still requires follow-through or support retest confirmation",reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-1477/summary.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-1477/tearsheet.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-1477/initiation.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-1477/risk_plan.html
tw,3661,世芯-KY,wait_entry,Wait for trigger,4375.0,TWD,2026-06-23 market close Asia/Taipei,partial,not_run,"latest revenue / quarterly financials not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; filings / IR presentation / transcript evidence not reviewed; positioning, ownership, and consensus estimate context missing; wait-entry trigger still requires follow-through or support retest confirmation",reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-3661/summary.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-3661/tearsheet.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-3661/initiation.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-3661/risk_plan.html
tw,4956,光鋐,wait_entry,Wait for trigger,42.75,TWD,2026-06-23 market close Asia/Taipei,partial,not_run,"latest revenue / quarterly financials not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; filings / IR presentation / transcript evidence not reviewed; positioning, ownership, and consensus estimate context missing; wait-entry trigger still requires follow-through or support retest confirmation",reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-4956/summary.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-4956/tearsheet.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-4956/initiation.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-4956/risk_plan.html
tw,6658,聯策,wait_entry,Wait for trigger,187.5,TWD,2026-06-23 market close Asia/Taipei,partial,not_run,"latest revenue / quarterly financials not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; filings / IR presentation / transcript evidence not reviewed; positioning, ownership, and consensus estimate context missing; wait-entry trigger still requires follow-through or support retest confirmation",reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-6658/summary.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-6658/tearsheet.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-6658/initiation.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-6658/risk_plan.html
tw,8046,南電,wait_entry,Wait for trigger,909.0,TWD,2026-06-23 market close Asia/Taipei,partial,not_run,"latest revenue / quarterly financials not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; filings / IR presentation / transcript evidence not reviewed; positioning, ownership, and consensus estimate context missing; wait-entry trigger still requires follow-through or support retest confirmation",reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-8046/summary.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-8046/tearsheet.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-8046/initiation.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-8046/risk_plan.html
tw,9904,寶成,wait_entry,Wait for trigger,26.0,TWD,2026-06-23 market close Asia/Taipei,partial,not_run,"latest revenue / quarterly financials not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; filings / IR presentation / transcript evidence not reviewed; positioning, ownership, and consensus estimate context missing; wait-entry trigger still requires follow-through or support retest confirmation",reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-9904/summary.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-9904/tearsheet.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-9904/initiation.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-9904/risk_plan.html
tw,9910,豐泰,wait_entry,Wait for trigger,71.4,TWD,2026-06-23 market close Asia/Taipei,partial,not_run,"latest revenue / quarterly financials not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; filings / IR presentation / transcript evidence not reviewed; positioning, ownership, and consensus estimate context missing; wait-entry trigger still requires follow-through or support retest confirmation",reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-9910/summary.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-9910/tearsheet.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-9910/initiation.html,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-9910/risk_plan.html
