market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,2374,佳能,buy_now,Watch only,76.7,2026-06-23 market close Asia/Taipei,0% until fundamental evidence is decision-ready; 5% single-name cap after clearance,0.75%,3.39% trigger-day low distance; requires fundamental stop review,2.0% screen cap until liquidity review,No hedge proposed in scoped K-line screen; size remains 0% until PEI evidence improves,"Re-underwrite only after follow-through/retest plus filings, revenue, valuation, and liquidity evidence","If already held in a separate portfolio context, trim discipline requires separate holdings review","Exit/watchlist removal if K-line trigger fails, liquidity deteriorates, or fundamentals contradict the setup",No model loss budget deployed in this screen-grade artifact,Daily price follow-through; refresh fundamentals before any model allocation,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-2374/risk_plan.html
tw,2912,統一超,buy_now,Watch only,227.0,2026-06-23 market close Asia/Taipei,0% until fundamental evidence is decision-ready; 5% single-name cap after clearance,0.75%,2.64% trigger-day low distance; requires fundamental stop review,"5.0% model cap, subject to downside evidence",No hedge proposed in scoped K-line screen; size remains 0% until PEI evidence improves,"Re-underwrite only after follow-through/retest plus filings, revenue, valuation, and liquidity evidence","If already held in a separate portfolio context, trim discipline requires separate holdings review","Exit/watchlist removal if K-line trigger fails, liquidity deteriorates, or fundamentals contradict the setup",No model loss budget deployed in this screen-grade artifact,Daily price follow-through; refresh fundamentals before any model allocation,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-2912/risk_plan.html
tw,1229,聯華,wait_entry,Wait for trigger,41.7,2026-06-23 market close Asia/Taipei,0% pre-trigger; reassess after trigger and evidence review,0.50% post-trigger; 0% pre-trigger,1.44% trigger-day low distance; requires fundamental stop review,2.0% screen cap until liquidity review,No hedge proposed in scoped K-line screen; size remains 0% until PEI evidence improves,"Re-underwrite only after follow-through/retest plus filings, revenue, valuation, and liquidity evidence","If already held in a separate portfolio context, trim discipline requires separate holdings review","Exit/watchlist removal if K-line trigger fails, liquidity deteriorates, or fundamentals contradict the setup",No model loss budget deployed in this screen-grade artifact,Daily price follow-through; refresh fundamentals before any model allocation,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-1229/risk_plan.html
tw,1477,聚陽,wait_entry,Wait for trigger,215.0,2026-06-23 market close Asia/Taipei,0% pre-trigger; reassess after trigger and evidence review,0.50% post-trigger; 0% pre-trigger,2.33% trigger-day low distance; requires fundamental stop review,"5.0% model cap, subject to downside evidence",No hedge proposed in scoped K-line screen; size remains 0% until PEI evidence improves,"Re-underwrite only after follow-through/retest plus filings, revenue, valuation, and liquidity evidence","If already held in a separate portfolio context, trim discipline requires separate holdings review","Exit/watchlist removal if K-line trigger fails, liquidity deteriorates, or fundamentals contradict the setup",No model loss budget deployed in this screen-grade artifact,Daily price follow-through; refresh fundamentals before any model allocation,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-1477/risk_plan.html
tw,3661,世芯-KY,wait_entry,Wait for trigger,4375.0,2026-06-23 market close Asia/Taipei,0% pre-trigger; reassess after trigger and evidence review,0.50% post-trigger; 0% pre-trigger,3.66% trigger-day low distance; requires fundamental stop review,"5.0% model cap, subject to downside evidence",No hedge proposed in scoped K-line screen; size remains 0% until PEI evidence improves,"Re-underwrite only after follow-through/retest plus filings, revenue, valuation, and liquidity evidence","If already held in a separate portfolio context, trim discipline requires separate holdings review","Exit/watchlist removal if K-line trigger fails, liquidity deteriorates, or fundamentals contradict the setup",No model loss budget deployed in this screen-grade artifact,Daily price follow-through; refresh fundamentals before any model allocation,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-3661/risk_plan.html
tw,4956,光鋐,wait_entry,Wait for trigger,42.75,2026-06-23 market close Asia/Taipei,0% pre-trigger; reassess after trigger and evidence review,0.50% post-trigger; 0% pre-trigger,7.60% trigger-day low distance; requires fundamental stop review,2.0% screen cap until liquidity review,No hedge proposed in scoped K-line screen; size remains 0% until PEI evidence improves,"Re-underwrite only after follow-through/retest plus filings, revenue, valuation, and liquidity evidence","If already held in a separate portfolio context, trim discipline requires separate holdings review","Exit/watchlist removal if K-line trigger fails, liquidity deteriorates, or fundamentals contradict the setup",No model loss budget deployed in this screen-grade artifact,Daily price follow-through; refresh fundamentals before any model allocation,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-4956/risk_plan.html
tw,6658,聯策,wait_entry,Wait for trigger,187.5,2026-06-23 market close Asia/Taipei,0% pre-trigger; reassess after trigger and evidence review,0.50% post-trigger; 0% pre-trigger,4.27% trigger-day low distance; requires fundamental stop review,2.0% screen cap until liquidity review,No hedge proposed in scoped K-line screen; size remains 0% until PEI evidence improves,"Re-underwrite only after follow-through/retest plus filings, revenue, valuation, and liquidity evidence","If already held in a separate portfolio context, trim discipline requires separate holdings review","Exit/watchlist removal if K-line trigger fails, liquidity deteriorates, or fundamentals contradict the setup",No model loss budget deployed in this screen-grade artifact,Daily price follow-through; refresh fundamentals before any model allocation,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-6658/risk_plan.html
tw,8046,南電,wait_entry,Wait for trigger,909.0,2026-06-23 market close Asia/Taipei,0% pre-trigger; reassess after trigger and evidence review,0.50% post-trigger; 0% pre-trigger,4.62% trigger-day low distance; requires fundamental stop review,"5.0% model cap, subject to downside evidence",No hedge proposed in scoped K-line screen; size remains 0% until PEI evidence improves,"Re-underwrite only after follow-through/retest plus filings, revenue, valuation, and liquidity evidence","If already held in a separate portfolio context, trim discipline requires separate holdings review","Exit/watchlist removal if K-line trigger fails, liquidity deteriorates, or fundamentals contradict the setup",No model loss budget deployed in this screen-grade artifact,Daily price follow-through; refresh fundamentals before any model allocation,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-8046/risk_plan.html
tw,9904,寶成,wait_entry,Wait for trigger,26.0,2026-06-23 market close Asia/Taipei,0% pre-trigger; reassess after trigger and evidence review,0.50% post-trigger; 0% pre-trigger,0.00% trigger-day low distance; requires fundamental stop review,2.0% screen cap until liquidity review,No hedge proposed in scoped K-line screen; size remains 0% until PEI evidence improves,"Re-underwrite only after follow-through/retest plus filings, revenue, valuation, and liquidity evidence","If already held in a separate portfolio context, trim discipline requires separate holdings review","Exit/watchlist removal if K-line trigger fails, liquidity deteriorates, or fundamentals contradict the setup",No model loss budget deployed in this screen-grade artifact,Daily price follow-through; refresh fundamentals before any model allocation,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-9904/risk_plan.html
tw,9910,豐泰,wait_entry,Wait for trigger,71.4,2026-06-23 market close Asia/Taipei,0% pre-trigger; reassess after trigger and evidence review,0.50% post-trigger; 0% pre-trigger,2.80% trigger-day low distance; requires fundamental stop review,2.0% screen cap until liquidity review,No hedge proposed in scoped K-line screen; size remains 0% until PEI evidence improves,"Re-underwrite only after follow-through/retest plus filings, revenue, valuation, and liquidity evidence","If already held in a separate portfolio context, trim discipline requires separate holdings review","Exit/watchlist removal if K-line trigger fails, liquidity deteriorates, or fundamentals contradict the setup",No model loss budget deployed in this screen-grade artifact,Daily price follow-through; refresh fundamentals before any model allocation,reports/public-equity-batch/2026-06-23-tw-kline/companies/tw-9910/risk_plan.html
